"id","is_alive","random_generator_seed","radius","type","direction:0","direction:1","Points:0","Points:1","Points:2"
159,1,1.6263e+09,0,0,-0.10821,0.25825,1.6619,66.875,0
160,1,1.6263e+09,0,0,-0.24368,-0.13791,4.5451,5.1909,0
161,1,1.6263e+09,0,0,-0.050235,0.27546,1.9168,53.363,0
162,1,1.6263e+09,0,0,0.24179,0.14119,11.993,13.565,0
163,1,1.6263e+09,0,0,-0.22266,-0.16977,12.294,44.726,0
164,1,1.6263e+09,0,0,0.157,-0.23185,10.889,29.837,0
165,1,1.6263e+09,0,0,0.27379,-0.05865,13.353,11.744,0
166,1,1.6263e+09,0,0,0.2797,-0.012925,11.467,45.603,0
167,1,1.6263e+09,0,0,0.16025,-0.22961,2.94,63.607,0
168,1,1.6263e+09,0,0,0.23398,0.1538,9.4422,44.95,0
169,1,1.6263e+09,0,0,0.24962,-0.12684,12.483,45.793,0
170,1,1.6263e+09,0,0,-0.12355,0.25127,2.15,11.396,0
171,1,1.6263e+09,0,0,-0.27971,-0.012801,0.51922,68.054,0
172,1,1.6263e+09,0,0,0.25906,0.10624,6.6916,27.773,0
173,1,1.6263e+09,0,0,0.24688,0.13211,12.305,11.888,0
174,1,1.6263e+09,0,0,-0.14564,0.23914,1.7436,18.964,0
175,1,1.6263e+09,0,0,-0.22275,0.16966,9.4191,12.213,0
176,1,1.6263e+09,0,0,0.25192,0.12222,10.708,12.359,0
177,1,1.6263e+09,0,0,-0.040919,-0.27699,7.4769,11.276,0
178,1,1.6263e+09,0,0,0.22456,-0.16725,9.5789,29.188,0
179,1,1.6263e+09,0,0,-0.042894,-0.27669,8.0319,43.34,0
180,1,1.6263e+09,0,0,0.24752,0.13089,0.75206,53.627,0
181,1,1.6263e+09,0,0,0.27191,0.066814,11.847,46.852,0
182,1,1.6263e+09,0,0,0.080693,0.26812,11.494,27.354,0
183,1,1.6263e+09,0,0,0.26171,0.099535,12.182,30.224,0
184,1,1.6263e+09,0,0,0.10022,0.26145,11.842,14.96,0
185,1,1.6263e+09,0,0,0.23268,-0.15575,8.9571,28.359,0
186,1,1.6263e+09,0,0,0.19274,0.2031,10.945,13.386,0
187,1,1.6263e+09,0,0,0.27762,-0.036393,9.7297,45.915,0
188,1,1.6263e+09,0,0,0.21092,0.18415,10.16,28.237,0
189,1,1.6263e+09,0,0,0.2407,-0.14305,9.8245,30.626,0
190,1,1.6263e+09,0,0,-0.21107,-0.18399,1.6014,54.373,0
191,1,1.6263e+09,0,0,0.15411,0.23378,0.81225,0.94268,0
192,1,1.6263e+09,0,0,0.22652,0.16459,8.4368,45.183,0
193,1,1.6263e+09,0,0,0.192,0.20381,9.8229,13.222,0
194,1,1.6263e+09,0,0,-0.10729,0.25863,8.4593,11.901,0
195,1,1.6263e+09,0,0,-0.054586,-0.27463,6.4677,43.496,0
196,1,1.6263e+09,0,0,0.2766,-0.043475,8.1927,27.535,0
197,1,1.6263e+09,0,0,-0.15611,-0.23244,2.3103,56.926,0
198,1,1.6263e+09,0,0,0.17824,-0.21594,6.0078,26.969,0
199,1,1.6263e+09,0,0,0.20073,0.19521,7.3363,44.728,0
200,1,1.6263e+09,0,0,0.24752,0.13089,8.7037,13.028,0
201,1,1.6263e+09,0,0,0.2693,0.076672,7.6322,45.787,0
202,1,1.6263e+09,0,0,-0.27134,-0.069106,9.4186,14.159,0
203,1,1.6263e+09,0,0,0.27102,-0.070331,6.9348,13.613,0
204,1,1.6263e+09,0,0,0.2792,-0.02112,7.9998,29.308,0
205,1,1.6263e+09,0,0,0.092351,0.26433,2.121,64.719,0
206,1,1.6263e+09,0,0,0.22096,0.17198,5.2469,44.834,0
207,1,1.6263e+09,0,0,-0.042539,-0.27675,1.1051,23.197,0
208,1,1.6263e+09,0,0,0.2617,-0.099555,6.9718,30.17,0
209,1,1.6263e+09,0,0,0.22844,0.16191,2.1515,58.165,0
210,1,1.6263e+09,0,0,0.0084068,-0.27987,7.65,12.738,0
211,1,1.6263e+09,0,0,0.26474,0.091181,6.267,45.174,0
212,1,1.6263e+09,0,0,-0.18955,0.20609,0.55648,56.038,0
213,1,1.6263e+09,0,0,0.27987,0.0085241,4.4691,44.031,0
214,1,1.6263e+09,0,0,0.21478,0.17963,6.4567,12.547,0
215,1,1.6263e+09,0,0,0.27109,0.07008,4.5979,28.102,0
216,1,1.6263e+09,0,0,0.26649,0.085926,3.3166,11.727,0
217,1,1.6263e+09,0,0,0.27867,0.027309,5.246,45.846,0
218,1,1.6263e+09,0,0,0.27289,0.062694,4.2037,45.126,0
219,1,1.6263e+09,0,0,-0.0081552,0.27988,5.3027,12.806,0
220,1,1.6263e+09,0,0,0.23954,0.14499,5.971,11.457,0
221,1,1.6263e+09,0,0,0.25433,-0.11711,5.8897,13.97,0
222,1,1.6263e+09,0,0,0.023188,0.27904,2.4867,41.921,0
223,1,1.6263e+09,0,0,-0.27677,-0.042389,1.5514,1.9027,0
224,1,1.6263e+09,0,0,0.09822,0.26221,1.7992,5.0214,0
225,1,1.6263e+09,0,0,0.27021,-0.073401,7.015,28.81,0
226,1,1.6263e+09,0,0,0.26516,-0.089933,2.1651,55.916,0
227,1,1.6263e+09,0,0,0.03526,-0.27777,2.658,33.529,0
228,1,1.6263e+09,0,0,0.27004,-0.07402,4.197,12.531,0
229,1,1.6263e+09,0,0,-0.15624,0.23236,2.4741,37.96,0
230,1,1.6263e+09,0,0,0.23106,-0.15815,3.2424,45.831,0
231,1,1.6263e+09,0,0,-0.12477,-0.25066,0.53174,37.871,0
232,1,1.6263e+09,0,0,0.23308,-0.15516,5.9027,28.399,0
233,1,1.6263e+09,0,0,-0.27125,0.069452,3.3424,43.412,0
234,1,1.6263e+09,0,0,0.23348,-0.15455,4.0619,30.131,0
235,1,1.6263e+09,0,0,0.15401,0.23384,4.4039,46.545,0
236,1,1.6263e+09,0,0,0.25159,0.12289,2.2219,46.016,0
237,1,1.6263e+09,0,0,0.069273,0.2713,0.748,19.346,0
238,1,1.6263e+09,0,0,0.16872,-0.22345,2.8987,35.279,0
239,1,1.6263e+09,0,0,0.27333,-0.060751,3.798,14.324,0
240,1,1.6263e+09,0,0,0.24706,0.13176,1.4088,41.609,0
241,1,1.6263e+09,0,0,0.27318,0.061413,1.4439,61.195,0
242,1,1.6263e+09,0,0,0.25848,-0.10765,3.2006,44.552,0
243,1,1.6263e+09,0,0,0.054878,-0.27457,0.90896,58.502,0
244,1,1.6263e+09,0,0,-0.21419,-0.18034,0.85343,65.292,0
245,1,1.6263e+09,0,0,-0.099567,0.2617,2.5404,47.846,0
246,1,1.6263e+09,0,0,-0.10356,0.26014,0.5622,7.5784,0
247,1,1.6263e+09,0,0,0.27947,0.017229,1.4054,24.822,0
248,1,1.6263e+09,0,0,0.18231,-0.21252,2.7105,51.738,0
249,1,1.6263e+09,0,0,-0.057409,-0.27405,1.2899,40.182,0
250,1,1.6263e+09,0,0,0.18309,0.21184,3.4552,13.339,0
251,1,1.6263e+09,0,0,-0.26567,-0.088419,0.51954,34.111,0
252,1,1.6263e+09,0,0,0.20708,0.18846,2.1383,12.697,0
253,1,1.6263e+09,0,0,-0.24506,0.13544,1.5439,27.112,0
254,1,1.6263e+09,0,0,0.18956,0.20608,1.4916,29.418,0
255,1,1.6263e+09,0,0,0.24038,0.14358,1.8444,45.02,0
256,1,1.6263e+09,0,0,0.17167,0.2212,0.67167,4.8109,0
257,1,1.6263e+09,0,0,0.25335,0.11922,0.75335,12.233,0
